# BugSigDB 2026-01-12_00:01_UTC, License: Creative Commons Attribution 4.0 International, URL: https://bugsigdb.org
BSDB ID,Study,Study design,PMID,DOI,URL,Authors list,Title,Journal,Year,Keywords,Experiment,Location of subjects,Host species,Body site,UBERON ID,Condition,EFO ID,Group 0 name,Group 1 name,Group 1 definition,Group 0 sample size,Group 1 sample size,Antibiotics exclusion,Sequencing type,16S variable region,Sequencing platform,Data transformation,Statistical test,Significance threshold,MHT correction,LDA Score above,Matched on,Confounders controlled for,Pielou,Shannon,Chao1,Simpson,Inverse Simpson,Richness,Signature page name,Source,Curated date,Curator,Revision editor,Description,Abundance in Group 1,MetaPhlAn taxon names,NCBI Taxonomy IDs,State,Reviewer
bsdb:27007700/1/2,27007700,case-control,27007700,10.1089/chi.2015.0194,NA,"Borgo F, Verduci E, Riva A, Lassandro C, Riva E, Morace G , Borghi E",Relative Abundance in Bacterial and Fungal Gut Microbes in Obese Children: A Case Control Study,Childhood obesity (Print),2017,NA,Experiment 1,Italy,Homo sapiens,Feces,UBERON:0001988,Obesity,EFO:0001073,controls,pediatric obese,NA,33,28,previous month,16S,23,RT-qPCR,relative abundances,Mann-Whitney (Wilcoxon),0.05,FALSE,NA,"age,sex",NA,NA,NA,NA,NA,NA,NA,Signature 2,"Text, Figure 2",17 October 2023,Uchechukwu,"Uchechukwu,Davvve,MyleeeA,WikiWorks",Difference in relative proportions of gut microbial communities in obese versus normal-weight children,decreased,"k__Pseudomonadati|p__Verrucomicrobiota|c__Verrucomicrobiia|o__Verrucomicrobiales|f__Akkermansiaceae|g__Akkermansia|s__Akkermansia muciniphila,k__Bacillati|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Faecalibacterium|s__Faecalibacterium prausnitzii,k__Pseudomonadati|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella,k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Saccharomyces|s__Saccharomyces sp.,p__Candidatus Saccharimonadota|c__Candidatus Saccharimonadia|o__Candidatus Saccharimonadales|f__Candidatus Saccharimonadaceae|g__Candidatus Saccharimonas|s__uncultured Candidatus Saccharimonas sp.,k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|s__[Candida] sp. (uncertain placement)",3379134|74201|203494|48461|1647988|239934|239935;1783272|1239|186801|186802|216572|216851|853;3379134|976|200643|171549|171552|838;4751|4890|4891|4892|4893|4930|4935;95818|2093818|2093825|2171986|1331051|1983405;4751|4890|4891|4892|1853550,Complete,NA
bsdb:27007700/2/1,27007700,case-control,27007700,10.1089/chi.2015.0194,NA,"Borgo F, Verduci E, Riva A, Lassandro C, Riva E, Morace G , Borghi E",Relative Abundance in Bacterial and Fungal Gut Microbes in Obese Children: A Case Control Study,Childhood obesity (Print),2017,NA,Experiment 2,Italy,Homo sapiens,Feces,UBERON:0001988,Obesity,EFO:0001073,controls,pediatric obese,Obese children,33,28,previous month,16S,23,RT-qPCR,relative abundances,Mann-Whitney (Wilcoxon),0.05,FALSE,NA,"age,sex",NA,NA,NA,NA,NA,NA,decreased,Signature 1,"Text, Figure 2",17 October 2023,Uchechukwu,"Uchechukwu,Davvve,WikiWorks",Differences in relative proportions of gut microbial communities in obese versus normal-weight,increased,"k__Bacillati|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Agathobacter|s__Agathobacter rectalis,k__Fungi|p__Ascomycota|c__Pichiomycetes|o__Serinales|f__Debaryomycetaceae|g__Candida|s__Candida albicans,k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Saccharomyces|s__Saccharomyces cerevisiae",1783272|1239|186801|3085636|186803|1766253|39491;4751|4890|3239874|2916678|766764|5475|5476;4751|4890|4891|4892|4893|4930|4932,Complete,NA
bsdb:27115405/1/1,27115405,"cross-sectional observational, not case-control",27115405,10.1007/s00240-016-0882-9,NA,"Stern JM, Moazami S, Qiu Y, Kurland I, Chen Z, Agalliu I, Burk R , Davies KP",Evidence for a distinct gut microbiome in kidney stone formers compared to non-stone formers,Urolithiasis,2016,"Gut microbiome, Kidney stones, Nephrolithiasis, Urolithiasis",Experiment 1,United States of America,Homo sapiens,Feces,UBERON:0001988,"Urolithiasis,Nephrolithiasis","MONDO:0024647,EFO:0004253",healthy control,kidney stone patient,patients with kidney stones,6,23,2 weeks,16S,4,Illumina,relative abundances,Mann-Whitney (Wilcoxon),0.05,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Signature 1,Figure 2b,10 January 2021,Rimsha Azhar,"WikiWorks,Claregrieve1",Differential abundance of the microbiota between kidney stone formers and non-stone forming controls,increased,"k__Pseudomonadati|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes,k__Pseudomonadati|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides,k__Pseudomonadati|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides",3379134|976|200643|171549|171550|239759;3379134|976|200643|171549|815|816;3379134|976|200643|171549|2005525|375288,Complete,Claregrieve1
bsdb:27115405/1/2,27115405,"cross-sectional observational, not case-control",27115405,10.1007/s00240-016-0882-9,NA,"Stern JM, Moazami S, Qiu Y, Kurland I, Chen Z, Agalliu I, Burk R , Davies KP",Evidence for a distinct gut microbiome in kidney stone formers compared to non-stone formers,Urolithiasis,2016,"Gut microbiome, Kidney stones, Nephrolithiasis, Urolithiasis",Experiment 1,United States of America,Homo sapiens,Feces,UBERON:0001988,"Urolithiasis,Nephrolithiasis","MONDO:0024647,EFO:0004253",healthy control,kidney stone patient,patients with kidney stones,6,23,2 weeks,16S,4,Illumina,relative abundances,Mann-Whitney (Wilcoxon),0.05,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Signature 2,Figure 2b,10 January 2021,Rimsha Azhar,"WikiWorks,Claregrieve1",The composition of the microbiota between kidney stone formers and non-stone forming controls,decreased,"k__Bacillati|p__Bacillota|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Finegoldia,k__Bacillati|p__Bacillota|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Peptoniphilus,k__Pseudomonadati|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella,k__Bacillati|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Actinomycetaceae|g__Varibaculum",1783272|1239|1737404|1737405|1570339|150022;1783272|1239|1737404|1737405|1570339|162289;3379134|976|200643|171549|171552|838;1783272|201174|1760|2037|2049|184869,Complete,Claregrieve1
bsdb:27121964/1/1,27121964,prospective cohort,27121964,10.1186/s13073-016-0301-4,NA,"Montassier E, Al-Ghalith GA, Ward T, Corvec S, Gastinne T, Potel G, Moreau P, de la Cochetiere MF, Batard E , Knights D",Pretreatment gut microbiome predicts chemotherapy-related bloodstream infection,Genome medicine,2016,"Bloodstream infection, Chemotherapy, Intestinal microbiome, Prediction",Experiment 1,France,Homo sapiens,Feces,UBERON:0001988,Non-Hodgkins lymphoma,EFO:0005952,non-bloodstream infection,bloodstream infection,"participants had blood stream infection, diagnosis with non-Hodgkins lymphoma (NHL), undergone hematopoeitic stem cell transplant and chemotherapy that did not had a history of inflammatory bowel disease, no exposure to probiotics, prebiotics or broad-soectrium antibiotics, no administered nasal-tube feeding or parenteral nutrition in a month prior to initiation of the study",17,11,NA,16S,56,Roche454,relative abundances,Mann-Whitney (Wilcoxon),0.15,TRUE,NA,NA,NA,NA,decreased,decreased,NA,NA,NA,Signature 1,"Figure 2, 3, aditional file 5a and b, 7",10 January 2021,William Lam,"WikiWorks,Aiyshaaaa",Relative abundance of the differentiated taxa in samples collected prior to treatment in patients who developed subsequent Blood Stream Infections and patients who did not develop Blood Stream Infections,increased,"k__Bacillati|p__Bacillota|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella,k__Bacillati|p__Bacillota|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae",1783272|1239|909932|1843489|31977|29465;1783272|1239|526524|526525|128827,Complete,NA
bsdb:27121964/1/2,27121964,prospective cohort,27121964,10.1186/s13073-016-0301-4,NA,"Montassier E, Al-Ghalith GA, Ward T, Corvec S, Gastinne T, Potel G, Moreau P, de la Cochetiere MF, Batard E , Knights D",Pretreatment gut microbiome predicts chemotherapy-related bloodstream infection,Genome medicine,2016,"Bloodstream infection, Chemotherapy, Intestinal microbiome, Prediction",Experiment 1,France,Homo sapiens,Feces,UBERON:0001988,Non-Hodgkins lymphoma,EFO:0005952,non-bloodstream infection,bloodstream infection,"participants had blood stream infection, diagnosis with non-Hodgkins lymphoma (NHL), undergone hematopoeitic stem cell transplant and chemotherapy that did not had a history of inflammatory bowel disease, no exposure to probiotics, prebiotics or broad-soectrium antibiotics, no administered nasal-tube feeding or parenteral nutrition in a month prior to initiation of the study",17,11,NA,16S,56,Roche454,relative abundances,Mann-Whitney (Wilcoxon),0.15,TRUE,NA,NA,NA,NA,decreased,decreased,NA,NA,NA,Signature 2,"Figure 2, 3, aditional file 5a and b, 7",10 January 2021,William Lam,"WikiWorks,Merit",Relative abundance of the differentiated taxa in samples collected prior to treatment in patients who developed subsequent Blood Stream Infections and patients who did not develop Blood Stream Infections,decreased,"k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae,k__Pseudomonadati|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae,k__Pseudomonadati|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas,k__Bacillati|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Peptococcaceae|g__Dehalobacterium,k__Bacillati|p__Chloroflexota|c__Dehalococcoidia|o__Dehalococcoidales|f__Dehalococcoidaceae,k__Pseudomonadati|p__Thermodesulfobacteriota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae,k__Bacillati|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Faecalibacterium,k__Pseudomonadati|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae,k__Bacillati|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillospira,k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae,k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella",3379134|1224|28216|80840|506;3379134|976|200643|171549|2005519;3379134|976|200643|171549|1853231|574697;1783272|1239|186801|186802|186807|51514;1783272|200795|301297|1202465|1202464;3379134|200940|3031449|213115|194924;1783272|1239|186801|186802|216572|216851;3379134|976|200643|171549|1853231;1783272|1239|186801|186802|216572|119852;3379134|1224|28216|80840|75682;3379134|1224|28216|80840|995019|40544,Complete,NA
bsdb:27171425/1/1,27171425,"case-control,meta-analysis",27171425,10.1371/journal.pone.0155362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4865240/,"Vogtmann E., Hua X., Zeller G., Sunagawa S., Voigt A.Y., Hercog R., Goedert J.J., Shi J., Bork P. , Sinha R.",Colorectal Cancer and the Human Gut Microbiome: Reproducibility with Whole-Genome Shotgun Sequencing,PloS one,2016,NA,Experiment 1,"United States of America,France",Homo sapiens,Feces,NA,Colorectal carcinoma,EFO:1001951,control subjects,CRC cases,pre treatment colorectal cancer cases,94,47,NA,16S,NA,Illumina,relative abundances,Mann-Whitney (Wilcoxon),0.05,TRUE,NA,"body mass index,sex","age,body mass index,sex",NA,NA,NA,NA,NA,NA,Signature 1,Table 3,3 February 2022,Itslanapark,"Itslanapark,Claregrieve1,WikiWorks",Differential microbial abundance between CRC cases and controls using 16S sequencing,decreased,"k__Bacillati|p__Bacillota|c__Clostridia,k__Bacillati|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Coprococcus,k__Bacillati|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae",1783272|1239|186801;1783272|1239|186801|3085636|186803|33042;1783272|1239|186801|3085636|186803,Complete,Claregrieve1
bsdb:27231166/1/1,27231166,case-control,27231166,10.4103/0366-6999.182841,NA,"Qi CJ, Zhang Q, Yu M, Xu JP, Zheng J, Wang T , Xiao XH",Imbalance of Fecal Microbiota at Newly Diagnosed Type 1 Diabetes in Chinese Children,Chinese medical journal,2016,NA,Experiment 1,China,Homo sapiens,Feces,UBERON:0001988,Type I diabetes mellitus,MONDO:0005147,controls,type I diabetes mellitus children,type 1 diabetes mellitus,15,15,3 months,16S,34,Illumina,relative abundances,Mann-Whitney (Wilcoxon),0.05,FALSE,NA,"age,breastfeeding duration,delivery procedure,race,sex",NA,NA,unchanged,decreased,NA,NA,decreased,Signature 1,Table 3 +  Figure 3,10 January 2021,Yaseen Javaid,WikiWorks,Imbalance of Fecal Microbiota at Newly Diagnosed Type 1 Diabetes in Chinese Children,increased,"k__Bacillati|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia,k__Bacillati|p__Bacillota|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Acidaminococcus",1783272|1239|186801|3085636|186803|572511;1783272|1239|909932|1843488|909930|904,Complete,Rimsha Azhar
bsdb:27231166/1/2,27231166,case-control,27231166,10.4103/0366-6999.182841,NA,"Qi CJ, Zhang Q, Yu M, Xu JP, Zheng J, Wang T , Xiao XH",Imbalance of Fecal Microbiota at Newly Diagnosed Type 1 Diabetes in Chinese Children,Chinese medical journal,2016,NA,Experiment 1,China,Homo sapiens,Feces,UBERON:0001988,Type I diabetes mellitus,MONDO:0005147,controls,type I diabetes mellitus children,type 1 diabetes mellitus,15,15,3 months,16S,34,Illumina,relative abundances,Mann-Whitney (Wilcoxon),0.05,FALSE,NA,"age,breastfeeding duration,delivery procedure,race,sex",NA,NA,unchanged,decreased,NA,NA,decreased,Signature 2,Table 3 +  Figure 3,10 January 2021,Yaseen Javaid,WikiWorks,Imbalance of Fecal Microbiota at Newly Diagnosed Type 1 Diabetes in Chinese Children,decreased,"k__Bacillati|p__Bacillota|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister,k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Pasteurellales,k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae,k__Bacillati|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae,k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus,k__Bacillati|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Defluviitaleaceae,k__Bacillati|p__Bacillota|c__Clostridia|o__Peptostreptococcales|f__Anaerovoracaceae,k__Bacillati|p__Actinomycetota|c__Actinomycetes|o__Micrococcales,k__Pseudomonadati|p__Pseudomonadota|c__Alphaproteobacteria|o__Caulobacterales,k__Bacillati|p__Bacillota|c__Clostridia|o__Eubacteriales|g__Intestinimonas",1783272|1239|909932|1843489|31977|39948;3379134|1224|1236|135625;3379134|1224|1236|135625|712;1783272|1239|186801|3085636|186803;3379134|1224|1236|135625|712|724;1783272|1239|186801|3085636|1185407;1783272|1239|186801|3082720|543314;1783272|201174|1760|85006;3379134|1224|28211|204458;1783272|1239|186801|186802|1392389,Complete,Rimsha Azhar
bsdb:27283393/1/1,27283393,case-control,27283393,10.1016/j.clim.2016.06.002,NA,"Coit P., Mumcu G., Ture-Ozdemir F., Unal A.U., Alpar U., Bostanci N., Ergun T., Direskeneli H. , Sawalha A.H.",Sequencing of 16S rRNA reveals a distinct salivary microbiome signature in Behçet's disease,"Clinical immunology (Orlando, Fla.)",2016,"16s rRNA, Behçet's disease, Genetics, Microbiome, Oral microbial diversity, Sequencing",Experiment 1,Turkey,Homo sapiens,Saliva,UBERON:0001836,Behcet's syndrome,EFO:0003780,controls,behcet's disease,Patients with Behcet's disease,15,31,6 months,16S,4,Illumina,relative abundances,LEfSe,0.05,FALSE,NA,NA,NA,NA,NA,NA,NA,decreased,NA,Signature 1,Table 4,10 January 2021,Rimsha Azhar,"WikiWorks,ChiomaBlessing",Differential abundant taxa in patients with Behcet's disease VS controls,increased,"k__Pseudomonadati|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Alloprevotella,k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus parainfluenzae",3379134|976|200643|171549|171552|1283313;3379134|1224|1236|135625|712|724|729,Complete,Shaimaa Elsafoury
bsdb:27283393/1/2,27283393,case-control,27283393,10.1016/j.clim.2016.06.002,NA,"Coit P., Mumcu G., Ture-Ozdemir F., Unal A.U., Alpar U., Bostanci N., Ergun T., Direskeneli H. , Sawalha A.H.",Sequencing of 16S rRNA reveals a distinct salivary microbiome signature in Behçet's disease,"Clinical immunology (Orlando, Fla.)",2016,"16s rRNA, Behçet's disease, Genetics, Microbiome, Oral microbial diversity, Sequencing",Experiment 1,Turkey,Homo sapiens,Saliva,UBERON:0001836,Behcet's syndrome,EFO:0003780,controls,behcet's disease,Patients with Behcet's disease,15,31,6 months,16S,4,Illumina,relative abundances,LEfSe,0.05,FALSE,NA,NA,NA,NA,NA,NA,NA,decreased,NA,Signature 2,Table 4,10 January 2021,Rimsha Azhar,"WikiWorks,ChiomaBlessing",Differential abundant taxa in patients with Behcet's disease VS controls,decreased,"k__Bacillati|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces graevenitzii,k__Pseudomonadati|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Alloprevotella|s__Alloprevotella rava,k__Pseudomonadati|p__Bacteroidota,k__Pseudomonadati|p__Campylobacterota|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter concisus,k__Bacillati|p__Bacillota|c__Clostridia|o__Eubacteriales,k__Pseudomonadati|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Hoylesella|s__Hoylesella enoeca,k__Bacillati|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnoanaerobaculum|s__Lachnoanaerobaculum orale,k__Bacillati|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae,k__Bacillati|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Lancefieldella|s__Lancefieldella parvula,k__Fusobacteriati|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia sp.,k__Pseudomonadati|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella pallens,k__Bacillati|p__Bacillota|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Selenomonas|s__Selenomonas sp.,k__Bacillati|p__Bacillota|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Solobacterium|s__Solobacterium moorei,k__Bacillati|p__Bacillota|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella sp.",1783272|201174|1760|2037|2049|1654|55565;3379134|976|200643|171549|171552|1283313|671218;3379134|976;3379134|29547|3031852|213849|72294|194|199;1783272|1239|186801|186802;3379134|976|200643|171549|171552|2974257|76123;1783272|1239|186801|3085636|186803|1164882|979627;1783272|1239|186801|3085636|186803;1783272|201174|84998|84999|1643824|2767353|1382;3384189|32066|203490|203491|1129771|32067|104608;3379134|976|200643|171549|171552|838|60133;1783272|1239|909932|909929|1843491|970|2053611;1783272|1239|526524|526525|128827|123375|102148;1783272|1239|909932|1843489|31977|29465|1926307,Complete,Shaimaa Elsafoury
bsdb:27283393/2/1,27283393,case-control,27283393,10.1016/j.clim.2016.06.002,NA,"Coit P., Mumcu G., Ture-Ozdemir F., Unal A.U., Alpar U., Bostanci N., Ergun T., Direskeneli H. , Sawalha A.H.",Sequencing of 16S rRNA reveals a distinct salivary microbiome signature in Behçet's disease,"Clinical immunology (Orlando, Fla.)",2016,"16s rRNA, Behçet's disease, Genetics, Microbiome, Oral microbial diversity, Sequencing",Experiment 2,Turkey,Homo sapiens,Saliva,UBERON:0001836,Behcet's syndrome,EFO:0003780,non-immunosuppressent users among behcet's patients,immunosuppressant users,NA,19,12,6 months,16S,4,Illumina,relative abundances,LEfSe,0.05,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Signature 1,text,10 January 2021,Shaimaa Elsafoury,WikiWorks,the association between the use of immunosuppressants in BD patients with gut microbiota,increased,"k__Pseudomonadati|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Weeksellaceae|g__Bergeyella,k__Pseudomonadati|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella,k__Pseudomonadati|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas catoniae",3379134|976|117743|200644|2762318|59735;3379134|976|200643|171549|171552|838;3379134|976|200643|171549|171551|836|41976,Complete,Shaimaa Elsafoury
