# BugSigDB 2021-08-22, License: Creative Commons Attribution 4.0 International, URL: https://bugsigdb.org
Study	Study design	PMID	DOI	URL	Authors	Title	Journal	Year	Experiment	Location of subjects	Host species	Body site	Condition	Group 0 name	Group 1 name	Group 1 definition	Group 0 sample size	Group 1 sample size	Antibiotics exclusion	Sequencing type	16s variable region	Sequencing platform	Statistical test	Significance threshold	MHT correction	LDA Score above	Matched on	Confounders controlled for	Pielou	Shannon	Chao1	Simpson	Inverse Simpson	Richness	Signature page name	Source	Curated date	Curator	Revision editor	Description	Abundance in Group 1	MetaPhlAn taxon names	NCBI Taxonomy IDs
Study 7	case-control	20603222	10.1016/j.anaerobe.2010.06.008	NA	Finegold SM,Dowd SE,Gontcharova V,Liu C,Henley KE,Wolcott RD,Youn E,Summanen PH,Granpeesheh D,Dixon D,Liu M,Molitoris DR,Green JA	Pyrosequencing study of fecal microflora of autistic and control children	Anaerobe	2010	Experiment 1	United States of America	Homo sapiens	feces	autism	non-sibling control	severely autistic	Cases were diagnosed with autistic spectrum disorder. Moreover, they were evaluated for autism and their diagnoses were validated based on impairment in social skills, impairment in language skills and verbal communication, sensory disturbances, repetitive stereotypical behaviors, and gastrointestinal disturbances.	8	11	within preceding month	16S	NA	Roche454	T-Test	0.05	FALSE	NA	NA	NA	NA	NA	increased	NA	NA	increased	Signature 2	Table 2 + Table 3 +  Table 5 + Table 6 + Table 8	11 September 2018	Marianthi Thomatos	Lwaldron,WikiWorks743	Significant fecal microflora of autistic and control children	decreased		
Study 8	case-control	20140211	10.1371/journal.pone.0009085	NA	Larsen N,Vogensen FK,van den Berg FW,Nielsen DS,Andreasen AS,Pedersen BK,Al-Soud WA,Sørensen SJ,Hansen LH,Jakobsen M	Gut microbiota in human adults with type 2 diabetes differs from non-diabetic adults	PloS one	2010	Experiment 1	Denmark	Homo sapiens	feces	type II diabetes mellitus	Control	Diabetes Type 2	The diabetic group had elevated concentration of plasma glucose as determined by a fasting oral glucose tolerance test (OGTT)	10	10	NA	16S	NA	Roche454	Mann-Whitney (Wilcoxon)	0.05	FALSE	NA	NA	NA	NA	NA	unchanged	NA	NA	NA	Signature 1	Figure 2 + Text	20 September 2018	Phyu Han	WikiWorks743	Relative abundances (%) of bacteria were determined in feces from human adults with type 2 diabetes and non-diabetic adult (all are males)	increased		
Study 8	case-control	20140211	10.1371/journal.pone.0009085	NA	Larsen N,Vogensen FK,van den Berg FW,Nielsen DS,Andreasen AS,Pedersen BK,Al-Soud WA,Sørensen SJ,Hansen LH,Jakobsen M	Gut microbiota in human adults with type 2 diabetes differs from non-diabetic adults	PloS one	2010	Experiment 1	Denmark	Homo sapiens	feces	type II diabetes mellitus	Control	Diabetes Type 2	The diabetic group had elevated concentration of plasma glucose as determined by a fasting oral glucose tolerance test (OGTT)	10	10	NA	16S	NA	Roche454	Mann-Whitney (Wilcoxon)	0.05	FALSE	NA	NA	NA	NA	NA	unchanged	NA	NA	NA	Signature 2	Figure 2 + Text	21 September 2018	Phyu Han	WikiWorks743	Relative abundances (%) of bacteria were determined in feces from human adults with type 2 diabetes and non-diabetic adult (all are males)	decreased		
Study 9	case-control	29190829	10.1371/journal.pone.0188873	NA	Thompson KJ,Ingle JN,Tang X,Chia N,Jeraldo PR,Walther-Antonio MR,Kandimalla KK,Johnson S,Yao JZ,Harrington SC,Suman VJ,Wang L,Weinshilboum RL,Boughey JC,Kocher JP,Nelson H,Goetz MP,Kalari KR	A comprehensive analysis of breast cancer microbiota and host gene expression	PloS one	2017	Experiment 1	United States of America	Homo sapiens	breast	breast carcinoma	Control	Breast Cancer	Not stated	668	72	NA	16S	NA	Illumina	DESeq2	0.05	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	Signature 1	Figure 3 +text	4 October 2018	Phyu Han	Lwaldron,WikiWorks743	Species compositions of the Breast Caner and Non-cancerous Adjacent tissues	increased		
Study 9	case-control	29190829	10.1371/journal.pone.0188873	NA	Thompson KJ,Ingle JN,Tang X,Chia N,Jeraldo PR,Walther-Antonio MR,Kandimalla KK,Johnson S,Yao JZ,Harrington SC,Suman VJ,Wang L,Weinshilboum RL,Boughey JC,Kocher JP,Nelson H,Goetz MP,Kalari KR	A comprehensive analysis of breast cancer microbiota and host gene expression	PloS one	2017	Experiment 1	United States of America	Homo sapiens	breast	breast carcinoma	Control	Breast Cancer	Not stated	668	72	NA	16S	NA	Illumina	DESeq2	0.05	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	Signature 2	Figure 3 +text	4 October 2018	Phyu Han	Lwaldron,WikiWorks743	Species compositions of the Breast Caner and Non-cancerous Adjacent tissues	decreased		
Study 10	case-control	29234019	10.1038/s41598-017-17351-9	NA	Curty G,Costa RL,Siqueira JD,Meyrelles AI,Machado ES,Soares EA,Soares MA	Analysis of the cervical microbiome and potential biomarkers from postpartum HIV-positive women displaying cervical intraepithelial lesions	Scientific reports	2017	Experiment 1	Brazil	Homo sapiens	uterus	NA	Normal tissue HIV patients	Cervical Intraepithelial Lesion HIV patients	Cases were identified by HIV rapid or ELISA test and subsequent Western blot following recommendations for HIV diagnosis by the Brazilian Ministry of Health.	42	38	NA	16S	NA	Illumina	LEfSe	0.05	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	Signature 1	Figure 3	6 October 2018	Phyu Han	WikiWorks743	Bacteria that presented higher relative abundance in cervical lesions using LEfse	increased		
Study 10	case-control	29234019	10.1038/s41598-017-17351-9	NA	Curty G,Costa RL,Siqueira JD,Meyrelles AI,Machado ES,Soares EA,Soares MA	Analysis of the cervical microbiome and potential biomarkers from postpartum HIV-positive women displaying cervical intraepithelial lesions	Scientific reports	2017	Experiment 2	Brazil	Homo sapiens	uterus	NA	Normal tissue HIV patients	Cervical Intraepithelial Lesion HIV patients	Cases were identified by HIV rapid or ELISA test and subsequent Western blot following recommendations for HIV diagnosis by the Brazilian Ministry of Health.	42	38	NA	16S	NA	Illumina	LEfSe	0.1	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	Signature 1	Figure 3	18 July 2019	Shaimaa Elsafoury	WikiWorks743	Bacteria that presented higher relative abundance in cervical lesions using LEfse	increased		
Study 11	time series / longitudinal observational	29234019	10.1038/s41598-017-17351-9	NA	Curty G,Costa RL,Siqueira JD,Meyrelles AI,Machado ES,Soares EA,Soares MA	Analysis of the cervical microbiome and potential biomarkers from postpartum HIV-positive women displaying cervical intraepithelial lesions	Scientific reports	2017	Experiment 1	Brazil	Homo sapiens	uterus	NA	HIV pateints with normal tissue at 6 months	HIV patients with lesion at 12 months	Cases were identified by HIV rapid or ELISA test and subsequent Western blot following recommendations for HIV diagnosis by the Brazilian Ministry of Health.	5	5	NA	16S	NA	Illumina	Mann-Whitney (Wilcoxon)	0.1	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	Signature 1	Figure 4	17 July 2019	Shaimaa Elsafoury	WikiWorks743	Gardnerella vaginalis abundance longitudinal analysis at six and twelve months postpartum in paired samples	decreased		
Study 12	time series / longitudinal observational	30341386	10.1038/s41598-018-33750-y	NA	Arokiyaraj S,Seo SS,Kwon M,Lee JK,Kim MK	Association of cervical microbial community with persistence, clearance and negativity of Human Papillomavirus in Korean women: a longitudinal study	Scientific reports	2018	Experiment 1	South Korea	Homo sapiens	uterus	human papilloma virus infection	HPV clearance	HPV persistent	HPV DNA was detected using the Digene HC2 high-risk DNA test (Qiagen, Gaithersburg, MD, USA) with signal amplification and chemiluminescence for 13 types of HR-HPV scored in RLU/PC. A positive result indicated a concentration of 1 pg/ml or higher than the RLU/cutoff ratio (RLU of the specimen/mean RLU of 2 positive controls).	15	16	NA	16S	NA	Roche454	LEfSe	0.05	FALSE	2	NA	age,contraception,menopause,smoking behavior	NA	unchanged	unchanged	NA	NA	NA	Signature 1	Table 2	6 November 2018	Phyu Han	WikiWorks743	Mulivariate odd ratios of species according to different types of HPV	increased		
Study 12	time series / longitudinal observational	30341386	10.1038/s41598-018-33750-y	NA	Arokiyaraj S,Seo SS,Kwon M,Lee JK,Kim MK	Association of cervical microbial community with persistence, clearance and negativity of Human Papillomavirus in Korean women: a longitudinal study	Scientific reports	2018	Experiment 2	South Korea	Homo sapiens	uterus	human papilloma virus infection	HPV negative	HPV clearance	HPV DNA was detected using the Digene HC2 high-risk DNA test (Qiagen, Gaithersburg, MD, USA) with signal amplification and chemiluminescence for 13 types of HR-HPV scored in RLU/PC. A positive result indicated a concentration of 1 pg/ml or higher than the RLU/cutoff ratio (RLU of the specimen/mean RLU of 2 positive controls).	10	15	NA	16S	NA	Roche454	LEfSe	0.05	FALSE	2	NA	age,contraception,menopause,smoking behavior	NA	unchanged	unchanged	NA	NA	NA	Signature 1	Table 2	6 November 2018	Phyu Han	WikiWorks743	Mulivariate odd ratios of species according to different types of HPV	increased		
Study 12	time series / longitudinal observational	30341386	10.1038/s41598-018-33750-y	NA	Arokiyaraj S,Seo SS,Kwon M,Lee JK,Kim MK	Association of cervical microbial community with persistence, clearance and negativity of Human Papillomavirus in Korean women: a longitudinal study	Scientific reports	2018	Experiment 3	South Korea	Homo sapiens	uterus	human papilloma virus infection	HPV presistent and clearance	HPV negative	HPV DNA was detected using the Digene HC2 high-risk DNA test (Qiagen, Gaithersburg, MD, USA) with signal amplification and chemiluminescence for 13 types of HR-HPV scored in RLU/PC. A positive result indicated a concentration of 1 pg/ml or higher than the RLU/cutoff ratio (RLU of the specimen/mean RLU of 2 positive controls).	31	10	NA	16S	NA	Roche454	LEfSe	0.05	FALSE	2	NA	age,contraception,menopause,smoking behavior	NA	unchanged	unchanged	NA	NA	NA	Signature 1	Table 2	6 November 2018	Phyu Han	WikiWorks743	Mulivariate odd ratios of species according to different types of HPV	increased		
Study 12	time series / longitudinal observational	30341386	10.1038/s41598-018-33750-y	NA	Arokiyaraj S,Seo SS,Kwon M,Lee JK,Kim MK	Association of cervical microbial community with persistence, clearance and negativity of Human Papillomavirus in Korean women: a longitudinal study	Scientific reports	2018	Experiment 4	South Korea	Homo sapiens	uterus	human papilloma virus infection	HPV presistent and negative	HPV clearance	HPV DNA was detected using the Digene HC2 high-risk DNA test (Qiagen, Gaithersburg, MD, USA) with signal amplification and chemiluminescence for 13 types of HR-HPV scored in RLU/PC. A positive result indicated a concentration of 1 pg/ml or higher than the RLU/cutoff ratio (RLU of the specimen/mean RLU of 2 positive controls).	26	15	NA	16S	NA	Roche454	LEfSe	0.05	FALSE	2	NA	age,contraception,menopause,smoking behavior	NA	unchanged	unchanged	NA	NA	NA	Signature 1	Table 2	29 July 2019	Shaimaa Elsafoury	WikiWorks743	Mulivariate odd ratios of species according to different types of HPV	increased		
Study 13	cross-sectional observational, not case-control	29608253	10.1002/cam4.1471	NA	Zhang C,Liu Y,Gao W,Pan Y,Gao Y,Shen J,Xiong H	The direct and indirect association of cervical microbiota with the risk of cervical intraepithelial neoplasia	Cancer medicine	2018	Experiment 1	China	Homo sapiens	uterus	NA	Cervical Intraepithelial Neoplasis -1	Cervical Intraepithelial Neoplasis +2	NA	126	40	NA	16S	NA	Illumina	LEfSe	0.05	TRUE	2	NA	NA	NA	unchanged	NA	NA	NA	NA	Signature 1	Figure 4	1 December 2018	Phyu Han	WikiWorks743	LEfSe showing the differences in the 18 most abundant species according to Cervical Intraepithelial Neoplasia (CIN) status	increased		
Study 13	cross-sectional observational, not case-control	29608253	10.1002/cam4.1471	NA	Zhang C,Liu Y,Gao W,Pan Y,Gao Y,Shen J,Xiong H	The direct and indirect association of cervical microbiota with the risk of cervical intraepithelial neoplasia	Cancer medicine	2018	Experiment 1	China	Homo sapiens	uterus	NA	Cervical Intraepithelial Neoplasis -1	Cervical Intraepithelial Neoplasis +2	NA	126	40	NA	16S	NA	Illumina	LEfSe	0.05	TRUE	2	NA	NA	NA	unchanged	NA	NA	NA	NA	Signature 2	Figure 4	1 December 2018	Phyu Han	WikiWorks743	LEfSe showing the differences in the 18 most abundant species according to Cervical Intraepithelial Neoplasia (CIN) status	decreased		
Study 13	cross-sectional observational, not case-control	29608253	10.1002/cam4.1471	NA	Zhang C,Liu Y,Gao W,Pan Y,Gao Y,Shen J,Xiong H	The direct and indirect association of cervical microbiota with the risk of cervical intraepithelial neoplasia	Cancer medicine	2018	Experiment 2	China	Homo sapiens	uterus	NA	HPV -ve among pateints with Cervical Intraepithelial Neoplasia different severity status	HPV +ve	NA	130	36	NA	16S	NA	Illumina	LEfSe	0.05	TRUE	2	NA	NA	NA	NA	NA	NA	NA	NA	Signature 1	Figure 4	22 July 2019	Shaimaa Elsafoury	WikiWorks743	LEfSe showing the differences in the 18 most abundant species according to HPV infection	increased		
Study 13	cross-sectional observational, not case-control	29608253	10.1002/cam4.1471	NA	Zhang C,Liu Y,Gao W,Pan Y,Gao Y,Shen J,Xiong H	The direct and indirect association of cervical microbiota with the risk of cervical intraepithelial neoplasia	Cancer medicine	2018	Experiment 2	China	Homo sapiens	uterus	NA	HPV -ve among pateints with Cervical Intraepithelial Neoplasia different severity status	HPV +ve	NA	130	36	NA	16S	NA	Illumina	LEfSe	0.05	TRUE	2	NA	NA	NA	NA	NA	NA	NA	NA	Signature 2	Figure 4	22 July 2019	Shaimaa Elsafoury	WikiWorks743	LEfSe showing the differences in the 18 most abundant species according to HPV infection	decreased		
Study 14	case-control	28875948	10.1088/1752-7163/aa7c24	NA	Seerangaiyan K,van Winkelhoff AJ,Harmsen HJM,Rossen JWA,Winkel EG	The tongue microbiome in healthy subjects and patients with intra-oral halitosis	Journal of breath research	2017	Experiment 1	Netherlands	Homo sapiens	oral gland	NA	Control	Oral Halitosis	IOH patient group was selected based on an organoleptic score of >= 2 from the mouth and nose =< 1, having a VSC level > 160 ppb, and H2S > 4 nmol/ L (96 ppb) and CH3SH > 0.5 nmol/L (12 ppb) and a DPSI of =< 2	5	10	3 months	16S	NA	Illumina	DESeq2	0.05	TRUE	NA	NA	NA	NA	unchanged	unchanged	NA	NA	NA	Signature 1	Figure 4	4 December 2018	Phyu Han	WikiWorks743	Significant differentially abundant OTU of intr-aoral halitosis and Control	increased		
Study 14	case-control	28875948	10.1088/1752-7163/aa7c24	NA	Seerangaiyan K,van Winkelhoff AJ,Harmsen HJM,Rossen JWA,Winkel EG	The tongue microbiome in healthy subjects and patients with intra-oral halitosis	Journal of breath research	2017	Experiment 1	Netherlands	Homo sapiens	oral gland	NA	Control	Oral Halitosis	IOH patient group was selected based on an organoleptic score of >= 2 from the mouth and nose =< 1, having a VSC level > 160 ppb, and H2S > 4 nmol/ L (96 ppb) and CH3SH > 0.5 nmol/L (12 ppb) and a DPSI of =< 2	5	10	3 months	16S	NA	Illumina	DESeq2	0.05	TRUE	NA	NA	NA	NA	unchanged	unchanged	NA	NA	NA	Signature 2	Figure 4	4 December 2018	Phyu Han	WikiWorks743	Significant differentially abundant OTU of intra-oral halitosis and Control	decreased		
Study 15	cross-sectional observational, not case-control	28932201	10.3389/fphys.2017.00675	NA	Zheng J,Xiao X,Zhang Q,Mao L,Yu M,Xu J,Wang T	The Placental Microbiota Is Altered among Subjects with Gestational Diabetes Mellitus: A Pilot Study	Frontiers in physiology	2017	Experiment 1	China	Homo sapiens	uterus	gestational diabetes	controls	Gestational diabetes mellitus	GDM was diagnosed when the fasting plasma glucose ≥5.1 mmol/L or 1 h post-OGTT glycemia ≥10.0 mmol/L or 2 h post-OGTT glycemia ≥8.5 mmol/L, according to the criteria set by International Association of Diabetes and Pregnancy Study Groups (IADPSG)	10	10	9 months	16S	NA	Illumina	Mann-Whitney (Wilcoxon)	0.05	FALSE	NA	age,body mass index	NA	NA	unchanged	NA	NA	NA	unchanged	Signature 1	Table 2+ Figure 4+ Supplemental Table S2	10 January 2021	Fatima Zohra	WikiWorks743	Phlotypes in placental microbiota significantly different between GDM and NDM groups	increased		
Study 15	cross-sectional observational, not case-control	28932201	10.3389/fphys.2017.00675	NA	Zheng J,Xiao X,Zhang Q,Mao L,Yu M,Xu J,Wang T	The Placental Microbiota Is Altered among Subjects with Gestational Diabetes Mellitus: A Pilot Study	Frontiers in physiology	2017	Experiment 1	China	Homo sapiens	uterus	gestational diabetes	controls	Gestational diabetes mellitus	GDM was diagnosed when the fasting plasma glucose ≥5.1 mmol/L or 1 h post-OGTT glycemia ≥10.0 mmol/L or 2 h post-OGTT glycemia ≥8.5 mmol/L, according to the criteria set by International Association of Diabetes and Pregnancy Study Groups (IADPSG)	10	10	9 months	16S	NA	Illumina	Mann-Whitney (Wilcoxon)	0.05	FALSE	NA	age,body mass index	NA	NA	unchanged	NA	NA	NA	unchanged	Signature 2	Table 2+ Figure 4+ Supplemental Table S2	10 January 2021	Fatima Zohra	WikiWorks743	Phlotypes in placental microbiota significantly different between GDM and NDM groups	decreased		
